Algorithm, Basic algorithm, Mode, RecurSIA, RRT, CT, R,Bach,Beethoven,Chopin,Gibbons,Mozart
Forth,Forth,,,,,,0.1287,0.2346,0.0763,0.3141,0.1730
Forth-RRT,Forth,,,RRT,,,0.1276,0.1956,0.0748,0.3141,0.1660
ForthBB,Forth,BB,,,,,0.1312,0.2805,0.1316,0.2542,0.2161
ForthBB-RRT,Forth,BB,,RRT,,,0.1530,0.2240,0.1363,0.2542,0.2071
ForthCT,Forth,,,,CT,,0.2423,0.4436,0.1622,0.3285,0.4731
ForthCT-RRT,Forth,,,RRT,CT,,0.2569,0.3314,0.1623,0.3285,0.4745
ForthCTBB,Forth,BB,,,CT,,0.2368,0.4670,0.2012,0.3128,0.5086
ForthCTBB-RRT,Forth,BB,,RRT,CT,,0.2533,0.3608,0.2014,0.3128,0.5107
ForthCTSegment,Forth,Segment,,,CT,,0.1986,0.4784,0.2232,0.3133,0.5178
ForthCTSegment-RRT,Forth,Segment,,RRT,CT,,0.2079,0.3764,0.2236,0.3133,0.5237
ForthR,Forth,,,,,R,0.2254,0.1512,0.0791,0.2778,0.2174
ForthR-RRT,Forth,,,RRT,,R,0.2574,0.1338,0.0790,0.2778,0.2174
ForthRBB,Forth,BB,,,,R,0.2169,0.2390,0.1334,0.2233,0.2775
ForthRBB-RRT,Forth,BB,,RRT,,R,0.2480,0.1884,0.1299,0.2233,0.2775
ForthRCT,Forth,,,,CT,R,0.2423,0.4436,0.1622,0.3285,0.4731
ForthRCT-RRT,Forth,,,RRT,CT,R,0.2569,0.3314,0.1623,0.3285,0.4745
ForthRCTBB,Forth,BB,,,CT,R,0.2368,0.4670,0.2012,0.3128,0.5086
ForthRCTBB-RRT,Forth,BB,,RRT,CT,R,0.2533,0.3608,0.2014,0.3128,0.5107
ForthRCTSegment,Forth,Segment,,,CT,R,0.1986,0.4784,0.2232,0.3133,0.5178
ForthRCTSegment-RRT,Forth,Segment,,RRT,CT,R,0.2079,0.3764,0.2236,0.3133,0.5237
ForthRSegment,Forth,Segment,,,,R,0.1989,0.2932,0.2289,0.2291,0.3447
ForthRSegment-RRT,Forth,Segment,,RRT,,R,0.2271,0.2361,0.2169,0.2291,0.3447
ForthSegment,Forth,Segment,,,,,0.1308,0.3102,0.2708,0.2467,0.2756
ForthSegment-RRT,Forth,Segment,,RRT,,,0.1976,0.2617,0.2676,0.2467,0.2638
ReCOSIACTTEC,COSIATEC,,RecurSIA,,CT,,0.1605,0.1041,0.0324,0.1314,0.2101
ReCOSIACTTEC-RRT,COSIATEC,,RecurSIA,RRT,CT,,0.1560,0.1078,0.0324,0.1314,0.2094
ReCOSIACTTECBB,COSIATEC,BB,RecurSIA,,CT,,0.1543,0.1645,0.0645,0.1593,0.2599
ReCOSIACTTECBB-RRT,COSIATEC,BB,RecurSIA,RRT,CT,,0.1525,0.1792,0.0645,0.1593,0.2585
ReCOSIACTTECSegment,COSIATEC,Segment,RecurSIA,,CT,,0.1294,0.3210,0.1660,0.2550,0.3690
ReCOSIACTTECSegment-RRT,COSIATEC,Segment,RecurSIA,RRT,CT,,0.1105,0.3347,0.1660,0.2550,0.3683
ReCOSIARCTTEC,COSIATEC,,RecurSIA,,CT,R,0.1605,0.1041,0.0324,0.1314,0.1940
ReCOSIARCTTEC-RRT,COSIATEC,,RecurSIA,RRT,CT,R,0.1560,0.1078,0.0324,0.1314,0.1934
ReCOSIARCTTECBB,COSIATEC,BB,RecurSIA,,CT,R,0.1543,0.1645,0.0645,0.1593,0.2413
ReCOSIARCTTECBB-RRT,COSIATEC,BB,RecurSIA,RRT,CT,R,0.1525,0.1792,0.0645,0.1593,0.2399
ReCOSIARCTTECSegment,COSIATEC,Segment,RecurSIA,,CT,R,0.1294,0.3210,0.1660,0.2550,0.3398
ReCOSIARCTTECSegment-RRT,COSIATEC,Segment,RecurSIA,RRT,CT,R,0.1105,0.3347,0.1660,0.2550,0.3398
ReCOSIARTEC,COSIATEC,,RecurSIA,,,R,0.1098,0.0883,0.0214,0.0959,0.1173
ReCOSIARTEC-RRT,COSIATEC,,RecurSIA,RRT,,R,0.1246,0.0766,0.0240,0.0959,0.1072
ReCOSIARTECBB,COSIATEC,BB,RecurSIA,,,R,0.1127,0.2564,0.1197,0.2491,0.2556
ReCOSIARTECBB-RRT,COSIATEC,BB,RecurSIA,RRT,,R,0.1406,0.3219,0.1127,0.2491,0.2125
ReCOSIARTECSegment,COSIATEC,Segment,RecurSIA,,,R,0.1082,0.4823,0.2819,0.4682,0.4154
ReCOSIARTECSegment-RRT,COSIATEC,Segment,RecurSIA,RRT,,R,0.1268,0.6251,0.2790,0.4682,0.4427
ReCOSIATEC,COSIATEC,,RecurSIA,,,,0.1104,0.0988,0.0329,0.1064,0.1477
ReCOSIATEC-RRT,COSIATEC,,RecurSIA,RRT,,,0.1150,0.0708,0.0235,0.1064,0.1390
ReCOSIATECBB,COSIATEC,BB,RecurSIA,,,,0.1222,0.3393,0.0931,0.2231,0.2724
ReCOSIATECBB-RRT,COSIATEC,BB,RecurSIA,RRT,,,0.1350,0.2447,0.0905,0.2231,0.2794
ReCOSIATECSegment,COSIATEC,Segment,RecurSIA,,,,0.1149,0.5477,0.1972,0.4367,0.4611
ReCOSIATECSegment-RRT,COSIATEC,Segment,RecurSIA,RRT,,,0.1229,0.5147,0.2405,0.4367,0.4749
ReForth,Forth,,RecurSIA,,,,0.1287,0.2346,0.0763,0.3141,0.1730
ReForth-RRT,Forth,,RecurSIA,RRT,,,0.1276,0.1956,0.0748,0.3141,0.1660
ReForthBB,Forth,BB,RecurSIA,,,,0.1312,0.2805,0.1316,0.2542,0.2161
ReForthBB-RRT,Forth,BB,RecurSIA,RRT,,,0.1530,0.2240,0.1363,0.2542,0.2071
ReForthCT,Forth,,RecurSIA,,CT,,0.2423,0.4436,0.1622,0.3285,0.4731
ReForthCT-RRT,Forth,,RecurSIA,RRT,CT,,0.2569,0.3314,0.1623,0.3285,0.4745
ReForthCTBB,Forth,BB,RecurSIA,,CT,,0.2368,0.4670,0.2012,0.3128,0.5086
ReForthCTBB-RRT,Forth,BB,RecurSIA,RRT,CT,,0.2533,0.3608,0.2014,0.3128,0.5107
ReForthCTSegment,Forth,Segment,RecurSIA,,CT,,0.1986,0.4784,0.2232,0.3133,0.5178
ReForthCTSegment-RRT,Forth,Segment,RecurSIA,RRT,CT,,0.2079,0.3764,0.2236,0.3133,0.5237
ReForthR,Forth,,RecurSIA,,,R,0.2254,0.1512,0.0791,0.2778,0.2174
ReForthR-RRT,Forth,,RecurSIA,RRT,,R,0.2574,0.1338,0.0790,0.2778,0.2174
ReForthRBB,Forth,BB,RecurSIA,,,R,0.2169,0.2390,0.1334,0.2233,0.2775
ReForthRBB-RRT,Forth,BB,RecurSIA,RRT,,R,0.2480,0.1884,0.1299,0.2233,0.2775
ReForthRCT,Forth,,RecurSIA,,CT,R,0.2423,0.4436,0.1622,0.3285,0.4731
ReForthRCT-RRT,Forth,,RecurSIA,RRT,CT,R,0.2569,0.3314,0.1623,0.3285,0.4745
ReForthRCTBB,Forth,BB,RecurSIA,,CT,R,0.2368,0.4670,0.2012,0.3128,0.5086
ReForthRCTBB-RRT,Forth,BB,RecurSIA,RRT,CT,R,0.2533,0.3608,0.2014,0.3128,0.5107
ReForthRCTSegment,Forth,Segment,RecurSIA,,CT,R,0.1986,0.4784,0.2232,0.3133,0.5178
ReForthRCTSegment-RRT,Forth,Segment,RecurSIA,RRT,CT,R,0.2079,0.3764,0.2236,0.3133,0.5237
ReForthRSegment,Forth,Segment,RecurSIA,,,R,0.1989,0.2932,0.2289,0.2291,0.3447
ReForthRSegment-RRT,Forth,Segment,RecurSIA,RRT,,R,0.2271,0.2361,0.2169,0.2291,0.3447
ReForthSegment,Forth,Segment,RecurSIA,,,,0.1308,0.3102,0.2708,0.2467,0.2756
ReForthSegment-RRT,Forth,Segment,RecurSIA,RRT,,,0.1976,0.2617,0.2676,0.2467,0.2638
ReSIACTTECCompress,SIATECCompress,,RecurSIA,,CT,,0.1798,0.1400,0.0764,0.1469,0.2239
ReSIACTTECCompress-RRT,SIATECCompress,,RecurSIA,RRT,CT,,0.1530,0.1393,0.0764,0.1450,0.2239
ReSIACTTECCompressBB,SIATECCompress,BB,RecurSIA,,CT,,0.1760,0.1725,0.1115,0.1826,0.2617
ReSIACTTECCompressBB-RRT,SIATECCompress,BB,RecurSIA,RRT,CT,,0.1512,0.1733,0.1116,0.1769,0.2617
ReSIACTTECCompressSegment,SIATECCompress,Segment,RecurSIA,,CT,,0.1544,0.1867,0.1473,0.1798,0.2840
ReSIACTTECCompressSegment-RRT,SIATECCompress,Segment,RecurSIA,RRT,CT,,0.1332,0.1932,0.1473,0.1749,0.2840
ReSIARCTTECCompress,SIATECCompress,,RecurSIA,,CT,R,0.1798,0.1400,0.0764,0.1469,0.2239
ReSIARCTTECCompress-RRT,SIATECCompress,,RecurSIA,RRT,CT,R,0.1530,0.1393,0.0764,0.1450,0.2239
ReSIARCTTECCompressBB,SIATECCompress,BB,RecurSIA,,CT,R,0.1760,0.1725,0.1115,0.1826,0.2617
ReSIARCTTECCompressBB-RRT,SIATECCompress,BB,RecurSIA,RRT,CT,R,0.1512,0.1733,0.1116,0.1769,0.2617
ReSIARCTTECCompressSegment,SIATECCompress,Segment,RecurSIA,,CT,R,0.1544,0.1867,0.1473,0.1798,0.2840
ReSIARCTTECCompressSegment-RRT,SIATECCompress,Segment,RecurSIA,RRT,CT,R,0.1332,0.1932,0.1473,0.1749,0.2840
ReSIARTECCompress,SIATECCompress,,RecurSIA,,,R,0.1238,0.1502,0.0595,0.1418,0.1305
ReSIARTECCompress-RRT,SIATECCompress,,RecurSIA,RRT,,R,0.1731,0.1491,0.0615,0.1418,0.1275
ReSIARTECCompressBB,SIATECCompress,BB,RecurSIA,,,R,0.1874,0.4161,0.2779,0.2849,0.3433
ReSIARTECCompressBB-RRT,SIATECCompress,BB,RecurSIA,RRT,,R,0.2007,0.4225,0.2757,0.2849,0.3459
ReSIARTECCompressSegment,SIATECCompress,Segment,RecurSIA,,,R,0.1899,0.5509,0.4729,0.4242,0.5026
ReSIARTECCompressSegment-RRT,SIATECCompress,Segment,RecurSIA,RRT,,R,0.1957,0.5661,0.4822,0.4242,0.5094
ReSIATECCompress,SIATECCompress,,RecurSIA,,,,0.1387,0.1390,0.0692,0.1381,0.1832
ReSIATECCompress-RRT,SIATECCompress,,RecurSIA,RRT,,,0.1720,0.1366,0.0631,0.1381,0.1671
ReSIATECCompressBB,SIATECCompress,BB,RecurSIA,,,,0.1909,0.4018,0.2427,0.2990,0.4195
ReSIATECCompressBB-RRT,SIATECCompress,BB,RecurSIA,RRT,,,0.2061,0.3794,0.2440,0.2990,0.3928
ReSIATECCompressSegment,SIATECCompress,Segment,RecurSIA,,,,0.2110,0.5729,0.4175,0.4655,0.5325
ReSIATECCompressSegment-RRT,SIATECCompress,Segment,RecurSIA,RRT,,,0.2183,0.5346,0.4136,0.4655,0.5217
SIACTTECCompress,SIATECCompress,,,,CT,,0.1798,0.1400,0.0764,0.1469,0.2239
SIACTTECCompress-RRT,SIATECCompress,,,RRT,CT,,0.1530,0.1393,0.0764,0.1450,0.2239
SIACTTECCompressBB,SIATECCompress,BB,,,CT,,0.1760,0.1725,0.1115,0.1826,0.2617
SIACTTECCompressBB-RRT,SIATECCompress,BB,,RRT,CT,,0.1512,0.1733,0.1116,0.1769,0.2617
SIACTTECCompressSegment,SIATECCompress,Segment,,,CT,,0.1544,0.1867,0.1473,0.1798,0.2840
SIACTTECCompressSegment-RRT,SIATECCompress,Segment,,RRT,CT,,0.1332,0.1932,0.1473,0.1749,0.2840
SIARCTTECCompress,SIATECCompress,,,,CT,R,0.1798,0.1400,0.0764,0.1469,0.2239
SIARCTTECCompress-RRT,SIATECCompress,,,RRT,CT,R,0.1530,0.1393,0.0764,0.1450,0.2239
SIARCTTECCompressBB,SIATECCompress,BB,,,CT,R,0.1760,0.1725,0.1115,0.1826,0.2617
SIARCTTECCompressBB-RRT,SIATECCompress,BB,,RRT,CT,R,0.1512,0.1733,0.1116,0.1769,0.2617
SIARCTTECCompressSegment,SIATECCompress,Segment,,,CT,R,0.1544,0.1867,0.1473,0.1798,0.2840
SIARCTTECCompressSegment-RRT,SIATECCompress,Segment,,RRT,CT,R,0.1332,0.1932,0.1473,0.1749,0.2840
SIARTECCompress,SIATECCompress,,,,,R,0.1238,0.1502,0.0595,0.1418,0.1305
SIARTECCompress-RRT,SIATECCompress,,,RRT,,R,0.1731,0.1491,0.0615,0.1418,0.1275
SIARTECCompressBB,SIATECCompress,BB,,,,R,0.1874,0.4161,0.2779,0.2849,0.3433
SIARTECCompressBB-RRT,SIATECCompress,BB,,RRT,,R,0.2007,0.4225,0.2757,0.2849,0.3459
SIARTECCompressSegment,SIATECCompress,Segment,,,,R,0.1899,0.5509,0.4729,0.4242,0.5026
SIARTECCompressSegment-RRT,SIATECCompress,Segment,,RRT,,R,0.1957,0.5661,0.4822,0.4242,0.5094
SIATECCompress,SIATECCompress,,,,,,0.1387,0.1390,0.0692,0.1381,0.1832
SIATECCompress-RRT,SIATECCompress,,,RRT,,,0.1720,0.1366,0.0631,0.1381,0.1671
SIATECCompressBB,SIATECCompress,BB,,,,,0.1909,0.4018,0.2427,0.2990,0.4195
SIATECCompressBB-RRT,SIATECCompress,BB,,RRT,,,0.2061,0.3794,0.2440,0.2990,0.3928
SIATECCompressSegment,SIATECCompress,Segment,,,,,0.2110,0.5729,0.4175,0.4655,0.5325
SIATECCompressSegment-RRT,SIATECCompress,Segment,,RRT,,,0.2183,0.5346,0.4136,0.4655,0.5217
